order_id,order_date,customer_id,customer_name,region,product_id,category,product_name,quantity,unit_price,total_price
c064f4b6-6156-431d-962f-2b982d24fa3d,2025-06-01,62759e02-5c9c-4be9-8122-bad51f1c77ec,Mary Hernandez,Samarkand,a2712125-b528-49ae-aed5-328b621a9584,Sports,Dumbbell,9,351,3159
bc270afc-1c1a-4214-a4e6-cece15a729ca,2025-10-01,f6d206c1-10a1-4a4a-8323-2d697dad3ba4,Veronica Bowman DDS,Fergana,533f584d-b0dd-4ae2-9daa-a01449cedc63,Sports,Dumbbell,8,676,5408
07188d17-b169-492f-92d3-a4db7496aa5c,2025-05-17,654b883b-80ef-4034-ac07-8ea5d92ef536,William Wright,Fergana,30731f96-a974-49c7-a6ed-47ba65f78078,Beauty,Lotion,2,30,60
b64fd84a-5b54-4338-9699-632dee47c191,2025-06-06,f4f61b32-db59-4432-b026-f8228520edfb,Adam Crosby,Bukhara,8f08dd0f-d034-473d-add3-b7aab2cffc79,Home Appliances,Refrigerator,6,501,3006
e77b4ac9-0282-4a91-8e72-0823976efd85,2025-10-07,cc1a9e30-12b4-40f1-8263-4041b4dd1881,Kerri Parker,Andijan,d10ab09a-400c-4668-824f-f8efa6673471,Home Appliances,Blender,8,40,320
af550287-38a7-4cfc-ac8d-bbe7e9424a17,2025-10-11,787da65c-c9a9-49e7-bcbe-663523c0eb07,Philip Fletcher,Bukhara,693eee68-4c89-4108-bcdb-28f825f4f2fd,Home Appliances,Refrigerator,4,868,3472
6c0ae166-32c6-4ac5-8a29-e16239dcc8dc,2025-07-06,0707bcd6-b428-48d1-a9b3-c59e78312cf2,Jamie Hendricks,Fergana,d52a9f30-fe5a-49b8-bb18-49af154330fb,Home Appliances,Vacuum Cleaner,9,241,2169
7c9cf7b9-c472-4b34-b72e-82b7b2c1cf7a,2025-07-07,8df437c5-0b96-4fc2-afff-a54cbe139dfe,Austin Mcintyre,Tashkent,d4d637d3-3cc3-4435-b92b-05a00c0c5d9f,Electronics,Laptop,2,180,360
7ce88bac-e56f-4306-a491-c075e67167b0,2024-12-24,e34186ae-5e14-4476-961d-5072b9464177,Kristen Moran,Tashkent,26a234d3-fb22-4c52-8b6e-ac725bb3f4b9,Electronics,Smartwatch,5,954,4770
9cbfaa60-f2ea-424d-9030-4a8727cc9266,2025-01-20,a73242ed-505e-4f18-95a5-567e85f3c083,John Macdonald,Bukhara,e163458a-a367-46af-8102-bdf55f221311,Electronics,Smartphone,10,954,9540
03b53e37-fb4a-418a-9700-c4ad323ae533,2024-11-19,c7c4775a-e727-4d17-80e7-ca1d95acf759,Kayla Terry,Tashkent,5fd277a9-76cf-411a-b47d-80192ca2a75e,Electronics,Tablet,10,481,4810
6a1e27b2-521e-4fd9-a95d-6c0e78ba8e53,2025-04-23,a58d7262-ac4c-4b74-a668-ce926d72d984,Eric Daniels,Bukhara,94717973-57f0-4eb4-9926-6750c27a4f7a,Beauty,Lotion,6,998,5988
2dac476f-513e-4783-81a4-32e0703e0d86,2025-06-20,4b2904d6-9de5-4a36-8f69-c5f7b2b9e172,Audrey Stewart,Fergana,2dd82fc0-9767-46ca-ae55-437758373569,Sports,Basketball,7,534,3738
5bd55804-6851-4c22-8eb3-a8c9b222d128,2025-10-23,c0e18660-65b1-46ee-b5be-bb265dd54170,Jessica Henderson,Bukhara,215ebfd7-f33c-4983-8ed3-b4a2ccaf6711,Electronics,Smartphone,9,452,4068
2ea2928a-afc4-4217-942d-81f9de2c15b6,2025-06-03,63c65e42-3d69-44a9-9a1f-d49e29f2e7c6,Michael Brown,Namangan,d765cc97-3a82-4107-ad42-1bc730edb489,Sports,Dumbbell,6,942,5652
5d5d6810-67c2-4afc-b95c-6ddafc9c37d4,2024-12-21,97e2f90b-54ce-4c6d-9603-f1c19058172d,Christie Frank,Namangan,df088ea3-c9c0-43d3-9fcb-139807eae365,Home Appliances,Blender,9,436,3924
aa3a44d2-1cfa-4a17-ad3b-28aade4ce519,2025-01-21,3ee9256c-56d2-4f97-af98-75c97c4f107f,Jason Braun,Bukhara,e0996dd3-d1fe-42df-ac26-fcfecf67537e,Clothing,T-shirt,10,637,6370
eb307de5-43c5-473d-93bb-55ecaaa2ee22,2025-01-20,33ba9989-b062-4141-8984-37807f4abe05,Bonnie Frank,Samarkand,f96ef931-b323-464f-9744-82925604a8a7,Home Appliances,Microwave,5,435,2175
107e4389-2b9b-44cc-bbff-9a7d13f6522f,2025-04-16,9a567afe-cd18-4948-b00b-d97246e8415f,Jessica Young,Samarkand,b60748e4-0588-4e9c-8fbf-5951965bf428,Sports,Basketball,9,919,8271
896d5b67-dab3-402b-b3f8-eff5dcd645f8,2025-06-28,8e0890ae-da92-4336-8937-80e573784b1c,Roger Hernandez,Fergana,04d6c330-fbf7-4538-a7c1-1d06e2bcfa19,Home Appliances,Blender,3,178,534
cbe1abbe-ff2c-44cc-afc9-7a490b259292,2025-05-04,a4e6fcf5-469a-4bbf-99fa-b2329ae1e0df,Teresa Nolan,Andijan,de1c715c-edb0-4fff-a076-63943dac83e1,Electronics,Smartwatch,3,29,87
824cc235-c143-4645-b56f-505b550ac5e1,2025-06-15,af1f2111-c1e8-4c83-855d-e7abc5a6b00d,Shane Mccoy,Samarkand,52d8f9e0-de54-46dc-b0c2-f937e547d9ad,Electronics,Smartwatch,4,970,3880
abeadaea-56fa-48a3-ba6a-eafd43792682,2025-05-12,c6da62a2-be89-423b-97e8-445ecd2de21b,Anita Sanders,Fergana,68e764b0-5f85-488a-8d10-1cf35b6d82b2,Clothing,Jeans,8,416,3328
38296b61-725b-4b5f-8825-0324c71713a2,2025-07-09,2c96ae5e-3302-45b5-a98f-8850fc34717b,Debra Coleman,Tashkent,1d6413a6-cd34-4b07-bd77-3c0278574a50,Home Appliances,Oven,2,779,1558
a8986eb2-7609-435e-a146-244bcffab110,2025-08-10,d5ac450c-d9c0-4e68-9b0d-307882470a5c,Brianna Moore,Tashkent,edb41e33-a80b-40ac-8731-709c0cfc4f03,Beauty,Shampoo,8,857,6856
36146341-5f98-47c1-986f-53fda646bd7a,2025-03-24,6af5bf40-3383-4c4b-8835-6e6b7b0d79f7,Zachary Clark,Fergana,71cc58c0-1f72-4fb7-b4ed-ef6b37f8fff0,Clothing,T-shirt,8,210,1680
dd426409-20aa-4665-8f1d-50b9616da776,2025-02-18,1ddeb650-b17d-4e82-95ee-97deeb86c579,Emily Baker,Samarkand,b8cc2e01-2c0b-47b3-a756-440280f4486e,Sports,Yoga Mat,3,83,249
3e9193d2-2bc7-4cca-8458-565120dd8e2c,2024-11-29,0a3f64ca-19be-478c-8def-a7156e0bd3ec,Tim Newton,Bukhara,d7a705a2-b462-4a4a-9250-2393e665940d,Beauty,Lotion,8,822,6576
bbff11bc-9463-4d13-b7a9-0073e7eaae39,2025-10-27,a70141a8-3d1b-4ef6-a00b-8f7c96e5d0d1,Jessica Davis,Samarkand,4c184d31-2911-45b4-9d95-26f52f9a80a3,Sports,Football,4,852,3408
c9464d89-f6c8-46f4-bd14-3085a6166e8b,2024-12-25,b950fa89-41cc-46ff-91bf-8b00644cc4a3,Diane Simmons,Samarkand,f590e22f-1a8d-488b-a4cc-1f4ec11b3bfe,Beauty,Lotion,4,536,2144
519899ca-b533-4ae2-af68-19f99edba8fd,2025-03-13,502623e3-2c00-4871-b6b0-f1951014575a,Daniel Bean,Namangan,962b17fc-9c83-4d04-8928-ce6df7475b28,Beauty,Face Cream,5,569,2845
7a4f1da5-ebed-43fc-845a-7b664fd19b2f,2025-01-16,3aea8258-41f8-457b-9f46-31a97f3d046d,Daniel Carter,Fergana,071559f4-1136-4d70-9acc-5080178a8e91,Beauty,Shampoo,9,114,1026
87c5b109-b649-42c8-9868-c686c6cc9df0,2025-07-22,27ebd3d9-2cae-4740-8236-7084ffaacc03,Lisa Parker,Tashkent,d98b7386-b545-4e16-be85-852ec7448622,Electronics,Smartphone,7,117,819
0015bd03-34ad-4437-8cab-86f9d262167f,2025-03-29,67a43d71-2ee8-4e8f-b9dd-66509490981f,Adrienne Butler,Tashkent,03d53d70-3a6f-406a-8c3d-22ba9f741d60,Home Appliances,Vacuum Cleaner,8,838,6704
759b350e-b932-4bd8-a49b-d18855f793e2,2025-09-19,c4700920-1ab7-435a-9747-61ec10b3020e,Stephen Meyer,Tashkent,8c1c529d-88f2-4bd4-bb24-a6589b88d0a2,Home Appliances,Vacuum Cleaner,10,744,7440
615ac0fb-26af-4d07-8f5e-02856480e1ba,2025-03-09,2182b1d2-7c76-457f-9b3f-07ae5aba066a,Phillip Marquez,Andijan,f8060a7d-0e40-4c8a-a610-7731d3438c0a,Clothing,T-shirt,8,166,1328
5b02d5e5-c505-4da7-a66d-68dbdc1f94cd,2024-12-03,06055bc3-5dc9-4904-b6b6-74453c22f6a9,Mary Daniels,Andijan,8902ea06-34c4-4424-b8e4-1dcfc2e711f6,Electronics,Headphones,1,792,792
56c9476d-b163-45b2-9d82-3e222f7ca962,2025-07-31,6a53f1a9-6582-4753-b4ed-a36b1e45d494,Destiny Bennett,Fergana,64b8636a-9020-4092-9aa4-f2e8ef25ddb2,Electronics,Laptop,8,879,7032
99f6b907-b702-4756-9bbc-65e4103f9e03,2025-06-26,ccd18e87-651f-414d-95bd-e179f7ae9216,James Acosta,Namangan,940d0e92-27e5-48b0-884a-9dd0f9dd1f1d,Beauty,Perfume,5,572,2860
393c3260-dfe1-45a3-9ad0-abf691aa329b,2024-12-03,4177094a-213b-4def-a526-d9927669dd62,Joel Hawkins,Bukhara,dbec33fa-20a6-49ad-86f1-83fa9cffcfcf,Home Appliances,Refrigerator,8,723,5784
342bccef-94e7-4529-8d52-20c66f4cd3f7,2025-04-15,34b25fae-88bd-4822-921f-362429aae0bd,Calvin Gentry,Namangan,4ae2058d-7431-4cf0-bea6-8d7e1ef3bec4,Electronics,Laptop,3,295,885
80f2787f-0938-48af-bafb-0a424b64630a,2025-03-20,172e3ae7-fd56-4524-84cb-5323ebff67cc,Virginia Anthony,Fergana,8dc5fccf-103c-4c23-a417-2d969e31f33d,Sports,Basketball,3,686,2058
32c42f7e-f4f3-419e-b83b-a0a2a6db53e3,2025-03-06,5c83b1f2-fd00-4857-8c4a-78cc49bc9cd5,Stephanie Gilbert,Namangan,7a417def-c287-493a-9f88-766aad1e23df,Home Appliances,Blender,3,540,1620
bd08e5bc-e3be-417f-a925-ef5c9ff01815,2025-09-23,3fb6b662-c22b-42d1-bb8d-2d60274c730b,Mr. Michael Roberts,Fergana,1ada9721-f555-48a5-9d7d-2a825a8d3d48,Electronics,Smartwatch,8,952,7616
07c32233-4c05-41e3-9387-bba7489afb2d,2025-02-15,3282a0d1-fca3-4902-b305-643897ea45f4,Anthony Green,Namangan,85f6cb8f-a416-4081-b652-d08c23d9bf59,Clothing,Jacket,9,196,1764
51479499-7201-4fb5-b631-87e1a4885672,2025-04-21,44b51155-166e-4e66-969c-a89aa388300f,Preston Moses,Andijan,bb63a09d-90d1-4be2-aafb-67f4642b24ad,Beauty,Shampoo,2,14,28
22c6104a-e0ef-4745-9f78-0b991232be88,2025-05-09,e09fdeac-0955-418f-a3cd-49ad498ce2f3,Stephen Clay,Fergana,e66ef133-f00f-47bb-9466-cc9ee8a413eb,Sports,Basketball,6,716,4296
3af46e1d-8437-440a-803a-fa1a7bcc3af1,2025-09-02,e8e10db3-f3e6-480f-8328-4dcf76c0f3fe,Shane Harris,Samarkand,523cd083-b47d-44a4-b6fe-93426c6da3fb,Clothing,Hat,4,80,320
c9e967ac-5cd9-41a2-ac0d-a01b457b3060,2025-01-28,0a561a27-6d87-4c6b-8ffb-2752f7cfc18b,Donna Hawkins,Andijan,f9467259-36cf-4aef-861e-1bdf906171c2,Home Appliances,Oven,8,882,7056
9429fe4e-fbf8-49f0-bad1-881330acf1ae,2025-02-28,3d9cc2d4-5739-4245-bb1f-28b385c68304,Michelle Farmer,Fergana,681cc7cd-96fd-4f4b-8613-3d93e8383e9f,Sports,Football,10,409,4090
2019e3cb-8b56-4972-ba1d-474032102021,2025-02-23,57b595ac-350d-4771-86b8-a6fd7df2af89,Ann Gross,Tashkent,3b858c76-183b-402e-8389-9d562c785ba4,Electronics,Laptop,2,730,1460
92901cf4-eabf-49a4-8817-014150c8fee0,2024-12-17,96bd0cf4-a79e-4fed-8dd4-34800ecf0bde,Edward Williamson,Samarkand,36b7e855-d133-4f3d-91fd-3d3ec2ed0901,Clothing,Jeans,8,180,1440
88115f72-86e7-4cd1-858f-fb224f7cfa94,2024-11-20,074f0d65-36ed-49a5-8dc7-5cb30ca48e61,Brett Bennett,Bukhara,eb39ece2-8e21-439a-96dc-96c215f7e98d,Beauty,Face Cream,1,619,619
daf8bffe-5a5b-4f6d-8705-57147cba06f9,2025-01-02,3e50425f-7c99-4bdc-91f9-7efbd0fcc8cb,Nathaniel Reyes,Namangan,6a67e728-bd89-4a72-bc16-abcbbebc0d29,Electronics,Tablet,9,29,261
451fe918-baac-4a9d-86c4-1fe0befbe35a,2025-08-20,9aea7849-a99e-4e1d-b356-db3f08785bd7,James Vincent,Tashkent,e8d5a119-fe1c-4abf-8ea2-d1417a268821,Home Appliances,Blender,7,442,3094
862ae555-a387-471b-9823-d5130f80eace,2025-08-28,990af8aa-a605-4d36-98aa-472e7febfe21,James Russell,Samarkand,b62b8a5c-d440-43e9-b3e0-d84aa29ea26b,Clothing,T-shirt,3,274,822
74ad2b82-f5fc-44cc-8be3-fa0fba33bd94,2025-09-21,36d3c175-63c4-4daa-bc93-d57e55eecfd6,Nicholas Green,Tashkent,c9db0786-6008-4374-83fd-2f350ae0b93f,Electronics,Smartphone,7,348,2436
2ceaa162-374d-4e65-9647-51e35cf70404,2024-12-12,5c65fecb-980c-44d1-9710-ad4f148e92ae,Jay Anderson,Fergana,90e4fcc7-79f8-4ea1-8f9b-a67f31da475e,Electronics,Smartwatch,4,559,2236
e7a30f96-0bc9-4f28-8b07-a7484349ac00,2024-12-11,8631ca71-72d1-4348-983d-da368df7c7b6,Terry Turner,Bukhara,882d9352-3e2b-4cee-bc5e-760fd74ba1b9,Electronics,Headphones,1,659,659
2ad0fe3e-b7ee-4af5-b521-691c70268f7a,2025-07-23,ae16c235-3b0c-4f6f-b688-f1136579763a,Rebecca Kane,Bukhara,2dfa34be-4355-4c27-bdef-693bd8469e1e,Sports,Yoga Mat,4,504,2016
166c1c77-9914-49e8-b4d8-4c89151a866f,2024-12-20,c7f2a7ab-ae98-41bb-817e-3e3846eedb0c,Laura Fernandez,Fergana,ed4c50e9-2c93-40d1-8e32-9e0555ac351b,Home Appliances,Vacuum Cleaner,10,335,3350
d7fade17-a733-44b7-80f5-7e4ea05fe721,2024-10-30,69d629f5-2938-426f-86af-a5b76e565586,Alexis White,Tashkent,f134a69f-10ab-4e71-9874-1c97e98188d2,Electronics,Smartwatch,6,75,450
13726e95-c9e5-4a10-b07c-0ddf40f20bbd,2025-09-23,5ad346ce-e0a3-4b37-99c1-384e676bbfd2,Sarah Evans,Bukhara,7bbebe61-755d-46e6-800c-49a5df56b5b7,Beauty,Lotion,8,977,7816
195d1537-ad30-464e-8ccb-8605948cbed6,2025-05-03,1527bd49-9045-4760-aa03-71918a5a3a92,Edward Kim,Bukhara,4ac4218f-bf5b-4f7f-8175-a9bd65882971,Beauty,Face Cream,3,584,1752
ef72e352-287f-49bd-acdf-9de7415ae1d5,2025-07-05,586aa94f-680c-403b-b94c-6240c9e29ac5,Gregory Mason,Tashkent,9db6f3b7-f374-4b45-8269-704b9b2a41c3,Clothing,Jacket,4,529,2116
2299d3c5-3d35-4fbe-b4d3-d4571c807f00,2025-01-06,cbeb48dc-4862-46b0-ab96-0395730c7341,Tracey Johnson MD,Samarkand,2dd5bc46-2b85-4b6a-9cc9-a34c8e51ec78,Beauty,Face Cream,7,133,931
fd070c4e-e527-4840-987c-eb10c9790406,2024-12-22,ee84bb2a-c26b-4fca-afad-825088ac2ae2,Laura Williams,Fergana,5bb8680a-3ea5-4b89-aea6-75d9e64c292e,Sports,Football,5,122,610
a4f97db1-2062-4055-be1d-a2c5250db8f7,2024-12-13,a779a13b-6fc3-4416-b776-54ad18cab321,Brian Griffin,Fergana,1fd9da3b-5ae3-4f52-b70a-e88402a3b609,Home Appliances,Blender,5,18,90
e93b41fc-6b60-4d4f-acd2-3c5a7198c81a,2025-09-25,0f5652f4-d149-4e22-9a3c-b747fc328e2d,Jeffrey Phillips,Samarkand,921bde06-108a-4f7c-bbf4-f03422065f4c,Electronics,Smartphone,6,662,3972
da42129f-554b-4c63-bfbb-0c00115f3cc1,2025-06-28,761ce092-60eb-44f3-820c-f549b1e7220a,Julie Jenkins,Namangan,82ac85fd-68d0-4a79-b210-9ad4ef194c3c,Sports,Yoga Mat,4,139,556
f672368c-12a5-4064-9ef4-43fc5122b846,2025-08-08,0fed4b57-906e-4dc9-81ae-8b7e32261326,Mrs. Ashley Turner,Andijan,d414ddba-4c61-4952-b102-b3783ac01ba7,Sports,Dumbbell,10,171,1710
6e9647ed-9bba-4090-8549-d11444616864,2025-09-25,dd58364a-8ed5-4f5d-b8e5-2fe068d8e847,Willie Bauer,Samarkand,ace208c3-b93e-41d0-a2c7-eabc73e7cf56,Electronics,Tablet,9,52,468
b5acc2d2-82f6-4cd2-91a0-bae94d7bfa3b,2025-03-30,22782181-b9ba-4f62-b53b-5d48177396c8,Robert Atkins,Bukhara,97147d02-b182-4ffb-8de6-e012c11d81b4,Sports,Dumbbell,4,427,1708
e4513094-e2d8-495f-8020-184beb7cc818,2025-08-23,82efbf77-07a2-4fca-b713-4d82305b4db7,Vincent Beck,Andijan,2e2eab1b-c9d7-42d1-b128-cb01136e1f6d,Clothing,Shoes,5,359,1795
d77702fe-4afd-4a95-a164-f12f79646460,2025-07-03,9729e438-221c-4d38-bbf8-604cb7656ac8,Alexander Morgan,Samarkand,8bd53be0-34d8-474d-ae3a-1c442b32456e,Electronics,Laptop,5,700,3500
cc185a17-9ced-43ac-ba53-405facffbde1,2025-09-22,caf7798e-0415-480b-aff9-77eda57e8f89,Dr. Michael Marshall,Andijan,d1afb6a3-913d-4b12-8a91-d62787625f69,Beauty,Shampoo,5,191,955
7ee00cef-9160-4318-960d-eec4a41f52f0,2025-08-14,79d60dce-0185-432d-bbba-d97115a09da8,Mr. Bryan Robbins,Andijan,fe11d6f4-176e-48cf-b04f-6d0703c93fda,Electronics,Tablet,8,761,6088
39e0fc67-c4c1-40ea-b683-304788c38b72,2025-08-29,7cfa7b24-23d3-468b-8942-c69e772d6dae,Julie Garcia,Fergana,8936caa6-4985-45a0-88e8-07643f4c063c,Home Appliances,Refrigerator,7,309,2163
2c05dd0b-ba93-4d50-9333-6b4ac4a07c62,2025-07-31,f72ef184-ea3c-4098-b96f-cc83b0ef8484,Michael Miller,Andijan,bdd4c20f-8b17-4116-972a-3771ef50c642,Sports,Yoga Mat,1,935,935
